,Turn,Speaker,Text,True,Pred
866,0,0,hello,Not-a-strategy,Self Assertion-Empowerment
867,1,1,Did you have any questions about the item for sale?,Not-a-strategy,Self Assertion-Empowerment
868,1,0,How much is it?,Information Inquiry-Contesting,Self Assertion-Empowerment
869,2,1,$40.00,Not-a-strategy,Self Assertion-Empowerment
870,2,0,It looks great. I can offer $20 for it.,Hesitance-Hesitance,Self Assertion-Empowerment
871,3,1,Well I can't cut the price in half. It is in excellent working condition. Has a remote control and an adapter.  It is really worth far more than I'm asking for it.,Counter Argumentation-Contesting,Self Assertion-Empowerment
872,3,0,How about $25?,Hesitance-Hesitance,Self Assertion-Empowerment
873,4,1,"Sorry, like I said it is worth more than I'm asking. I've already cut it down to $40 to get rid of it quickly.",Hesitance-Hesitance,Self Assertion-Empowerment
874,4,0,"All I can afford is $30. If you live in my area, I could arrange to meet with you to pick it up(as opposed to you mailing it.).",Personal Choice-Empowerment,Self Assertion-Empowerment
875,5,1,"I kind of feel like you've been wasting my time, and starting out with such a lowball offer half price, really kind of sitting wrong with me. I can do $35 and that's as long as I can go.",Self Assertion-Empowerment,Self Assertion-Empowerment
876,0,1,"Hi, are you interested in renting this property? I'm asking $3200",Not-a-strategy,Self Assertion-Empowerment
877,0,0,Yes.. I am thinking about getting a a house. Is it near all the stores and groceries?,Information Inquiry-Contesting,Self Assertion-Empowerment
878,1,1,"Yes, it's very conveniently located in a great neighbourhood.",Not-a-strategy,Self Assertion-Empowerment
879,1,0,Great. It looks nice from the outside. Has it been updated?,Information Inquiry-Contesting,Self Assertion-Empowerment
880,2,1,Yes it was completely remodeled recently. Everything is brand new.,Not-a-strategy,Self Assertion-Empowerment
881,2,0,Wow.. nice. Can you go lower like $2800?,Hesitance-Hesitance,Self Assertion-Empowerment
882,3,1,I could go down to 3000. It's in an awesome neighbourhood right near Alamo and the BART.,Hesitance-Hesitance,Self Assertion-Empowerment
883,3,0,How about $2900 and I will rent it for at least 2 years,Personal Choice-Empowerment,Self Assertion-Empowerment
884,4,1,$2950 and you've got yourself a deal,Hesitance-Hesitance,Self Assertion-Empowerment
885,4,0,Great! thanks!,Not-a-strategy,Self Assertion-Empowerment
886,0,0,Hello!,Not-a-strategy,Self Assertion-Empowerment
887,0,1,selling for 3000,Not-a-strategy,Self Assertion-Empowerment
888,1,0,3000 is a little steep. lets drop it down a bit.,Hesitance-Hesitance,Self Assertion-Empowerment
889,1,1,how about the 2900,Hesitance-Hesitance,Self Assertion-Empowerment
890,2,0,i can do 1400 without utilities,Personal Choice-Empowerment,Self Assertion-Empowerment
891,2,1,thats under half poor cost ilose all the way around,Hesitance-Hesitance,Self Assertion-Empowerment
892,3,0,well lets meet somewhere closer then how about 1700 with utilities.,Personal Choice-Empowerment,Self Assertion-Empowerment
893,3,1,it would have to be no lesser than 2500 with all barriers covered,Personal Choice-Empowerment,Self Assertion-Empowerment
894,4,0,2500 is way too high. thats only 500 less. im sure you can get it lower. lets do 1950 solid.,Hesitance-Hesitance,Self Assertion-Empowerment
895,4,1,we all lose on that price 2200,Hesitance-Hesitance,Self Assertion-Empowerment
896,5,0,2000 with all bases covered. i lose more than you lose.,Hesitance-Hesitance,Self Assertion-Empowerment
897,5,1,deal,Not-a-strategy,Self Assertion-Empowerment
898,0,0,hi I am interested in your Nissan,Not-a-strategy,Self Assertion-Empowerment
899,0,1,You've got great taste in cars. This was my baby but it needs a new owner and I would love to sell it to you. Got any questions for me?,Not-a-strategy,Self Assertion-Empowerment
900,1,0,"Why are you selling her, does she need any repairs?",Source Derogation-Contesting,Self Assertion-Empowerment
901,1,1,She just doesn't suit my needs anymore - My family has grown by 2 so we need something reasonable and practical. No repairs needed at all. I've taken GREAT care of her!!,Not-a-strategy,Self Assertion-Empowerment
902,2,0,She is a beauty I can give you 5600 for her.,Hesitance-Hesitance,Self Assertion-Empowerment
903,2,1,Yes she is which is why I know her value and 5600 is way too low for her. I can knock off  500 and sell her to you for 8K,Hesitance-Hesitance,Self Assertion-Empowerment
904,3,0,The most I can pay is 7k,Self Assertion-Empowerment,Self Assertion-Empowerment
905,3,1,I'm sorry but 7k is too low. Make it 7500 and you have a deal. Its quite a steal at 7500.,Hesitance-Hesitance,Self Assertion-Empowerment
906,4,0,Ok I will give you 7500,Not-a-strategy,Self Assertion-Empowerment
907,4,1,Deal. Nice doing business with you,Not-a-strategy,Self Assertion-Empowerment
908,0,0,Hi. How old is this rug?,Source Derogation-Contesting,Self Assertion-Empowerment
909,0,1,"Family heirloom, purchased new in the 1940's. A real antique.",Not-a-strategy,Self Assertion-Empowerment
910,1,0,Are there any stains on it? Any rips or tears,Source Derogation-Contesting,Self Assertion-Empowerment
911,1,1,Nope. Excellent condition.,Not-a-strategy,Self Assertion-Empowerment
912,2,0,The Ad says like new condition,Not-a-strategy,Self Assertion-Empowerment
913,2,1,"Yes, that is correct.",Not-a-strategy,Self Assertion-Empowerment
914,3,0,"Okay, cause you just said excellent.  Would you do $250 for this?",Hesitance-Hesitance,Self Assertion-Empowerment
915,3,1,I can do $265. Does that work for you?,Hesitance-Hesitance,Self Assertion-Empowerment
916,4,0,"Sure, you got a deal",Not-a-strategy,Self Assertion-Empowerment
917,4,1,"Sounds great, thanks!",Not-a-strategy,Self Assertion-Empowerment
918,0,0,"Hi, I'm interested in the Persian rug.",Not-a-strategy,Self Assertion-Empowerment
919,0,1,Great,Not-a-strategy,Self Assertion-Empowerment
920,1,0,It looks a little worn out to me.,Source Derogation-Contesting,Self Assertion-Empowerment
921,1,1,Really? It's in great condition.,Not-a-strategy,Self Assertion-Empowerment
922,2,0,"Oh, okay, maybe it's just the picture. Would you take $200 for it?",Hesitance-Hesitance,Self Assertion-Empowerment
923,2,1,That's too low. I'm sorry. I might go down to 285.,Hesitance-Hesitance,Self Assertion-Empowerment
924,3,0,How about $225?,Hesitance-Hesitance,Self Assertion-Empowerment
925,3,1,"If you can come and pick it up today, I'll take 175 cash. final offer.",Personal Choice-Empowerment,Self Assertion-Empowerment
926,4,0,Deal! $175 and I'll pick it up today.,Not-a-strategy,Self Assertion-Empowerment
927,4,1,Sorry typo i meant 275. can you change the offer?,Hesitance-Hesitance,Self Assertion-Empowerment
928,5,0,"I don't think so, either you have to accept it or reject it.",Self Assertion-Empowerment,Self Assertion-Empowerment
929,5,1,oh well...lol,Not-a-strategy,Self Assertion-Empowerment
930,0,1,Hi there,Not-a-strategy,Self Assertion-Empowerment
931,0,0,Hello! I am possibly interested in the car for sale.,Not-a-strategy,Self Assertion-Empowerment
932,1,1,sure thing what do you need to ask?,Not-a-strategy,Self Assertion-Empowerment
933,1,0,When was the last time you had the car serviced other than the oil change?,Information Inquiry-Contesting,Self Assertion-Empowerment
934,2,1,about a month ago,Not-a-strategy,Self Assertion-Empowerment
935,2,0,Has the car been in any accidents or have any dents etc?,Source Derogation-Contesting,Self Assertion-Empowerment
936,3,1,no its not been in any accidents nor has any dents,Not-a-strategy,Self Assertion-Empowerment
937,3,0,What is the year and the odometer reading?,Information Inquiry-Contesting,Self Assertion-Empowerment
938,4,1,"2015, and reading is 40000 miles",Not-a-strategy,Self Assertion-Empowerment
939,4,0,"I have a mechanic with me and would like him to run a diagnostics on the car. If he clears it, I'm willing to pay cash on the spot. Would you be willing to take $2240?",Personal Choice-Empowerment,Self Assertion-Empowerment
940,5,1,"that's too low. You can definitely have the mechanic run by it, I am willing to accept 2900 last",Self Assertion-Empowerment,Self Assertion-Empowerment
941,5,0,Can I meet you half way at $2500?,Hesitance-Hesitance,Self Assertion-Empowerment
942,6,1,Well you will have to come pick it up yourself then at that price I can only do that,Personal Choice-Empowerment,Self Assertion-Empowerment
943,6,0,Absolutely I can do that.,Not-a-strategy,Self Assertion-Empowerment
944,7,1,Great then we got a deal,Not-a-strategy,Self Assertion-Empowerment
945,0,0,I'm interested in the house you have for rent. How old is it?,Source Derogation-Contesting,Self Assertion-Empowerment
946,0,1,"Built in the 80s,the move in date is July 2017 and it's very spacious",Not-a-strategy,Self Assertion-Empowerment
947,1,0,"It seems pretty ideal, but I am on a budget, and I have my eye on a few other places. I'm looking to spend closer to $1600, but I'm willing to negotiate on the price.",Hesitance-Hesitance,Self Assertion-Empowerment
948,1,1,"It's Fremont.  You can barely get yourself an apartment for $1600 that is centrally located like this.  At the asking price, it's quite a steal.",Counter Argumentation-Contesting,Self Assertion-Empowerment
949,2,0,"I'm sure it is. Money is tight for me, that's all. Will you accept $1920?",Self Pity-Empowement,Self Assertion-Empowerment
950,2,1,"What I can do, is lower the asking price a bit and ask for 1/2 the deposit.  How does $2700 sound with only $1000 deposit.  We can also change it to month-to-month agreement, so you can leave anytime you want.  How does that sound?",Personal Choice-Empowerment,Self Assertion-Empowerment
951,3,0,I can do $2080 and the regular $2000 deposit price.,Hesitance-Hesitance,Self Assertion-Empowerment
952,3,1,$2500 a month / $1000 deposit.  final offer. :),Self Assertion-Empowerment,Self Assertion-Empowerment
953,4,0,"Thank you, considering my math on the deposit was totally off. I must need more coffee, haha. I accept your offer of $2500.",Not-a-strategy,Self Assertion-Empowerment
954,4,1,"I accept, enjoy the place.",Not-a-strategy,Self Assertion-Empowerment
955,0,0,Do you still have the Iphone?,Not-a-strategy,Self Assertion-Empowerment
956,0,1,yes,Not-a-strategy,Self Assertion-Empowerment
957,1,0,Hows the screen condition? is there scratches on body?,Source Derogation-Contesting,Self Assertion-Empowerment
958,1,1,its great no scratches at all,Not-a-strategy,Self Assertion-Empowerment
959,2,0,Any idea why its not reading sim card?,Source Derogation-Contesting,Self Assertion-Empowerment
960,2,1,"i think the mechanism is broke, its fixable, i just dont need the phone enough to have it fixed",Not-a-strategy,Self Assertion-Empowerment
961,3,0,"Understood. Im trying to get my son his first phone and this is a good option. however, ill have to take it to an apple store where its going to at least be a $99 repair. How low can you go on price?",Hesitance-Hesitance,Self Assertion-Empowerment
962,3,1,125,Not-a-strategy,Self Assertion-Empowerment
963,4,0,The Iphone 6 came out 3 years ago. Theyre going to launch another later this year. can you do a bit better?,Counter Argumentation-Contesting,Self Assertion-Empowerment
964,4,1,100 and thats it,Self Assertion-Empowerment,Self Assertion-Empowerment
965,5,0,deal,Not-a-strategy,Self Assertion-Empowerment
966,0,0,Hi! What can you tell me about your house for sale? How many bedrooms/bathrooms?,Information Inquiry-Contesting,Self Assertion-Empowerment
967,0,1,It has 3 bedrooms and 2 Baths with a lot of amenities.,Not-a-strategy,Self Assertion-Empowerment
968,1,0,How much is it?,Information Inquiry-Contesting,Self Assertion-Empowerment
969,1,1,I am asking $2320.,Not-a-strategy,Self Assertion-Empowerment
970,2,0,How old is the home? how many families have lived in it?,Source Derogation-Contesting,Self Assertion-Empowerment
971,2,1,There was only one family before ours the home was built recently. It was built in 1998. There is not much wear on the house. This also means that there will not be any lead paint on the walls if you have little ones.,Not-a-strategy,Self Assertion-Empowerment
972,3,0,"Nice, is there any way I can get you to go down on the price?",Hesitance-Hesitance,Self Assertion-Empowerment
973,3,1,How low are you thinking. I can't go too low because I am wanting someone to take over the payments.,Hesitance-Hesitance,Self Assertion-Empowerment
974,4,0,"Ah, I was thinking $1160, I own a grocery store and I'm low on cash right now, but if you accept that I can give you a certificate for $1000 in product.",Self Pity-Empowement,Self Assertion-Empowerment
975,4,1,That is a bit too low for me could you do $2000?,Hesitance-Hesitance,Self Assertion-Empowerment
976,5,0,"Alright, tell me more about the amenities of the home and I will think about it.",Information Inquiry-Contesting,Self Assertion-Empowerment
977,5,1,The A/C unit was replaced two years ago so it is working great. As you can see in the picture the kitchen is up to date. There are hardwood floors throughout the house. There is also a nice size yard of 1 acre that is fenced in.,Not-a-strategy,Self Assertion-Empowerment
978,6,0,"Alright, that's nothing too special to me, would you go down to $1800?",Hesitance-Hesitance,Self Assertion-Empowerment
979,0,1,Hi there - how are you,Not-a-strategy,Self Assertion-Empowerment
980,0,0,"Im great, how are you? I a really interested in this phone. Does it have a lot of wear and tear or scratches, etc?",Source Derogation-Contesting,Self Assertion-Empowerment
981,1,1,Nope! It has a minor scuff by the charging port. This does not affect its charging abilities and it can barely be seen,Not-a-strategy,Self Assertion-Empowerment
982,1,0,I see it is silver is that correct??,Information Inquiry-Contesting,Self Assertion-Empowerment
983,2,1,Yep! Would you like to make me an offer? I am happy to negotiate near the listing price.,Not-a-strategy,Self Assertion-Empowerment
984,2,0,"I could offer you 325 for it, I could bring you the cash today.",Hesitance-Hesitance,Self Assertion-Empowerment
985,3,1,"Unfortunately, that offer is too low. Can you do $415 and I will include the case and a pair of headphones? I can pick it up from you.",Personal Choice-Empowerment,Self Assertion-Empowerment
986,3,0,That would be fine since you are including the case and headphones and bringing it to me. Thanks you got a deal.,Not-a-strategy,Self Assertion-Empowerment
987,4,1,"Great - So to finalize... it will be $415 for the phone, headphones, and case. I will bring it to you.",Not-a-strategy,Self Assertion-Empowerment
988,4,0,Ok deal is done! Thank you!,Not-a-strategy,Self Assertion-Empowerment
989,5,1,Thank you!,Not-a-strategy,Self Assertion-Empowerment
990,0,1,Hello how are you today?,Not-a-strategy,Self Assertion-Empowerment
991,0,0,"Hello, I am doing great. How are you? I am interested in the apartment on Bassett Dr. Is it still available?",Not-a-strategy,Self Assertion-Empowerment
992,1,1,Yes it sure it.,Not-a-strategy,Self Assertion-Empowerment
993,1,0,Has it been remodeled recently? Is it close to shops?,Information Inquiry-Contesting,Self Assertion-Empowerment
994,2,1,"Yes we actually just remodeled it this past month so everything is brand new.  The location is perfect, it is a quiet residential neighboorhood but you are just a 5 minute walk from many local shops.",Not-a-strategy,Self Assertion-Empowerment
995,2,0,Would you be willing to come down on the price at all? Would you take $800?,Hesitance-Hesitance,Self Assertion-Empowerment
996,3,1,I can come down a bit on the price but there is no way that i can cut it in half.  What I can do is reduce the rent by 200 if you are wiling to sign a 2 year lease.,Personal Choice-Empowerment,Self Assertion-Empowerment
997,3,0,I see it's a 10 unit apartment. Would you be willing to come down on the price more if I can offer to do maintenance for the rest of the units?,Personal Choice-Empowerment,Self Assertion-Empowerment
998,4,1,Well that is a possibility.  What are your qualifications?,Not-a-strategy,Self Assertion-Empowerment
999,4,0,"I have 10+ years of experience in building maintenance, carpentry and electrical work. I also have references.",Not-a-strategy,Self Assertion-Empowerment
1000,5,1,Ok that sounds good.  These apartments do not need much so I can reduce the rent another 300 making it $1095.  Of course if there are months that we need you to do more work then we can discuss further reduction at that time.,Personal Choice-Empowerment,Self Assertion-Empowerment
1001,5,0,"That sounds great, Thank you.",Not-a-strategy,Self Assertion-Empowerment
1002,0,0,hello,Not-a-strategy,Self Assertion-Empowerment
1003,0,1,Hello,Not-a-strategy,Self Assertion-Empowerment
1004,1,0,i am interested in the bike for sale,Not-a-strategy,Self Assertion-Empowerment
1005,1,1,Are you really?  It's a good bike,Not-a-strategy,Self Assertion-Empowerment
1006,2,0,"good, are you willing to drop it off?",Not-a-strategy,Self Assertion-Empowerment
1007,2,1,Drop it off?  I am not sure about that,Not-a-strategy,Self Assertion-Empowerment
1008,3,0,"ok, i can pick it up  if the price is somewhat negotiable",Personal Choice-Empowerment,Self Assertion-Empowerment
1009,3,1,The price is a fantastic $18-,Hesitance-Hesitance,Self Assertion-Empowerment
1010,4,0,i have 162 cash right now,Hesitance-Hesitance,Self Assertion-Empowerment
1011,4,1,"$162, is $175 fine?",Not-a-strategy,Self Assertion-Empowerment
1012,5,0,deal,Not-a-strategy,Self Assertion-Empowerment
1013,0,1,"Hi, are you interested in my car?",Not-a-strategy,Self Assertion-Empowerment
1014,0,0,Yes sir. I see you are offering 9950. Can you please tell me more about the car?,Information Inquiry-Contesting,Self Assertion-Empowerment
1015,1,1,"It's been the greatest car I've ever owned. I'm sorry to have to sell it, but I really need the cash. It runs like a top",Not-a-strategy,Self Assertion-Empowerment
1016,1,0,Please give me more details about the condition of the car? Do you have to any additional repairs?,Source Derogation-Contesting,Self Assertion-Empowerment
1017,2,1,I've done regular maintenance on it. I have all the records. There is no interior or outer damage other than a couple of very small scratches,Not-a-strategy,Self Assertion-Empowerment
1018,2,0,Great! Are you willing to negoiate the price?,Hesitance-Hesitance,Self Assertion-Empowerment
1019,3,1,I'd be willing to let you have it for 9700,Hesitance-Hesitance,Self Assertion-Empowerment
1020,3,0,That's far too high. The blue book value is only 6965 for a car of this condition and make. Are you willing to sell it for 6965?,Hesitance-Hesitance,Self Assertion-Empowerment
1021,4,1,"If you can pick it up tomorrow, then yes",Personal Choice-Empowerment,Self Assertion-Empowerment
1022,4,0,Great! We have a deal sir!,Not-a-strategy,Self Assertion-Empowerment
1023,5,1,Thanks,Not-a-strategy,Self Assertion-Empowerment
1024,0,0,I'm interested in the home you have advertized.,Not-a-strategy,Self Assertion-Empowerment
1025,0,1,Sure. I am selling it for $3000,Not-a-strategy,Self Assertion-Empowerment
1026,1,0,Oh!  I thought it was a rental.  I am interesting in renting.,Not-a-strategy,Self Assertion-Empowerment
1027,1,1,Well this is spacious home and amazing location,Not-a-strategy,Self Assertion-Empowerment
1028,2,0,It looks like something I would like to take a look at.  The price is a bit high for me.  I was thinking of paying $1500.,Hesitance-Hesitance,Self Assertion-Empowerment
1029,2,1,That's half of what I am asking. Sorry its too low. You need to put some more because you're getting a wonderful unit.,Hesitance-Hesitance,Self Assertion-Empowerment
1030,3,0,"Are you willing to come down on the price?  Is there parking available or free wifi and satellite?  With all amenities and utilities, there is no way I can go $3000.",Self Assertion-Empowerment,Self Assertion-Empowerment
1031,3,1,I can give it to you for $2200.,Hesitance-Hesitance,Self Assertion-Empowerment
1032,4,0,I can do that.  I can't wait to see it.,Not-a-strategy,Self Assertion-Empowerment
1033,4,1,Great thanks!,Not-a-strategy,Self Assertion-Empowerment
1034,0,0,Hi! I'm interested in your storage drawers!,Not-a-strategy,Self Assertion-Empowerment
1035,0,1,This item is still available.,Not-a-strategy,Self Assertion-Empowerment
1036,1,0,Is it able to be locked?,Information Inquiry-Contesting,Self Assertion-Empowerment
1037,1,1,Yes it is able to be lock. It comes with a key for the lock as well.,Not-a-strategy,Self Assertion-Empowerment
1038,2,0,Great. Can I offer $15 and pickup today?,Personal Choice-Empowerment,Self Assertion-Empowerment
1039,2,1,I'm sorry but I can't go that low.  I was asking 30 for it.,Hesitance-Hesitance,Self Assertion-Empowerment
1040,3,0,Do you have any wiggle room with the price? $20?,Hesitance-Hesitance,Self Assertion-Empowerment
1041,3,1,The lowest I could go is 25.,Self Assertion-Empowerment,Self Assertion-Empowerment
1042,4,0,Deal,Not-a-strategy,Self Assertion-Empowerment
1043,4,1,Great that we could make this deal work.,Not-a-strategy,Self Assertion-Empowerment
1044,0,0,Hello I was interested in your 2011 fusion hybrid.,Not-a-strategy,Self Assertion-Empowerment
1045,0,1,Hello. Great! It is a nice little car,Not-a-strategy,Self Assertion-Empowerment
1046,1,0,"It looks fairly decent, does everything run well? It is a bit pricey for me at the moment. Would you be able to work with me on this price a bit?",Hesitance-Hesitance,Self Assertion-Empowerment
1047,1,1,"Yes, it is excellent condition with a few minor scratches. What do you have in mind?",Not-a-strategy,Self Assertion-Empowerment
1048,2,0,I am searching in the ballpark of $5600. I dont know how feasible this would be for you. Maybe we could work out a deal.,Hesitance-Hesitance,Self Assertion-Empowerment
1049,2,1,Prehaps. I can do 6000.,Hesitance-Hesitance,Self Assertion-Empowerment
1050,3,0,I could work with 6000.00. When may I meet with you to finalize this?,Not-a-strategy,Self Assertion-Empowerment
1051,3,1,Tomorrow afternoon,Not-a-strategy,Self Assertion-Empowerment
1052,4,0,Great Ill see you then.,Not-a-strategy,Self Assertion-Empowerment
1053,4,1,Thank you,Not-a-strategy,Self Assertion-Empowerment
1054,0,1,Hello how are you today?,Not-a-strategy,Self Assertion-Empowerment
1055,0,0,"Hello, I am doing great. How are you? I am interested in the apartment on Bassett Dr. Is it still available?",Not-a-strategy,Self Assertion-Empowerment
1056,1,1,Yes it sure it.,Not-a-strategy,Self Assertion-Empowerment
1057,1,0,Has it been remodeled recently? Is it close to shops?,Not-a-strategy,Self Assertion-Empowerment
1058,2,1,"Yes we actually just remodeled it this past month so everything is brand new. The location is perfect, it is a quiet residential neighboorhood but you are just a 5 minute walk from many local shops.",Not-a-strategy,Self Assertion-Empowerment
1059,2,0,Would you be willing to come down on the price at all? Would you take $800?,Not-a-strategy,Self Assertion-Empowerment
1060,3,1,I can come down a bit on the price but there is no way that i can cut it in half. What I can do is reduce the rent by 200 if you are wiling to sign a 2 year lease.,Not-a-strategy,Self Assertion-Empowerment
1061,3,0,I see it's a 10 unit apartment. Would you be willing to come down on the price more if I can offer to do maintenance for the rest of the units?,Not-a-strategy,Self Assertion-Empowerment
1062,4,1,Well that is a possibility. What are your qualifications?,Not-a-strategy,Self Assertion-Empowerment
1063,4,0,"I have 10+ years of experience in building maintenance, carpentry and electrical work. I also have references.",Not-a-strategy,Self Assertion-Empowerment
1064,5,1,Ok that sounds good. These apartments do not need much so I can reduce the rent another 300 making it $1095. Of course if there are months that we need you to do more work then we can discuss further reduction at that time.,Not-a-strategy,Self Assertion-Empowerment
1065,5,0,"That sounds great, Thank you.",Not-a-strategy,Self Assertion-Empowerment
1066,0,0,hello,Not-a-strategy,Self Assertion-Empowerment
1067,0,1,Hello,Not-a-strategy,Self Assertion-Empowerment
1068,1,0,i am interested in the bike for sale,Not-a-strategy,Self Assertion-Empowerment
1069,1,1,Are you really? It's a good bike,Not-a-strategy,Self Assertion-Empowerment
1070,2,0,"good, are you willing to drop it off?",Not-a-strategy,Self Assertion-Empowerment
1071,2,1,Drop it off? I am not sure about that,Not-a-strategy,Self Assertion-Empowerment
1072,3,0,"ok, i can pick it up if the price is somewhat negotiable",Not-a-strategy,Self Assertion-Empowerment
1073,3,1,The price is a fantastic $18-,Not-a-strategy,Self Assertion-Empowerment
1074,4,0,i have 162 cash right now,Not-a-strategy,Self Assertion-Empowerment
1075,4,1,"$162, is $175 fine?",Not-a-strategy,Self Assertion-Empowerment
1076,5,0,deal,Not-a-strategy,Self Assertion-Empowerment
1077,0,0,Hello. Is the bike still available?,Not-a-strategy,Self Assertion-Empowerment
1078,0,1,Yes it is still available and its listed for $80,Not-a-strategy,Self Assertion-Empowerment
1079,1,0,Thanks. Is there anything wrong with it?,Source Derogation-Contesting,Self Assertion-Empowerment
1080,1,1,No just some little wear because of use but it rides very well and all the parts are intact and working fine. Also recently changes the rires,Not-a-strategy,Self Assertion-Empowerment
1081,2,0,I understand. I can't do $80 but would you accept $72?,Hesitance-Hesitance,Self Assertion-Empowerment
1082,2,1,Are you paying cash and are you coming to pick it up yourself?,Personal Choice-Empowerment,Self Assertion-Empowerment
1083,3,0,I would be paying cash but would you be able to deliver?,Personal Choice-Empowerment,Self Assertion-Empowerment
1084,3,1,Make it $75 then so i come drop it off for you.,Personal Choice-Empowerment,Self Assertion-Empowerment
1085,4,0,$75 is a deal!,Not-a-strategy,Self Assertion-Empowerment
1086,0,0,Hello! I saw your ad and thought this would be a great gift for my grandmother!,Not-a-strategy,Self Assertion-Empowerment
1087,0,1,"Thats Great, This bike was my grandfather and we would love to pass it to a good family. do you want to pick it up",Not-a-strategy,Self Assertion-Empowerment
1088,1,0,I would love to come and check it out. Would you be willing to negotiate on price?,Hesitance-Hesitance,Self Assertion-Empowerment
1089,1,1,Yes. If you are willing to get the bike today I can let it go for $220,Personal Choice-Empowerment,Self Assertion-Empowerment
1090,2,0,I was hoping to go closer to $150?,Hesitance-Hesitance,Self Assertion-Empowerment
1091,2,1,Well this bike is still in good condition and is a single gear with custom paint.,Counter Argumentation-Contesting,Self Assertion-Empowerment
1092,3,0,"I understand. I just don't have more than $150 right now to spend. I have a large garden at my home, I would be willing to bring a large basket in addition to the $150.",Personal Choice-Empowerment,Self Assertion-Empowerment
1093,3,1,Ok only if you pick it up by today for $150.,Personal Choice-Empowerment,Self Assertion-Empowerment
1094,4,0,Can do! Thank you!,Not-a-strategy,Self Assertion-Empowerment
1095,0,1,"Hi, are you interested in my car?",Not-a-strategy,Self Assertion-Empowerment
1096,0,0,Yes sir. I see you are offering 9950. Can you please tell me more about the car?,Not-a-strategy,Self Assertion-Empowerment
1097,1,1,"It's been the greatest car I've ever owned. I'm sorry to have to sell it, but I really need the cash. It runs like a top",Not-a-strategy,Self Assertion-Empowerment
1098,1,0,Please give me more details about the condition of the car? Do you have to any additional repairs?,Not-a-strategy,Self Assertion-Empowerment
1099,2,1,I've done regular maintenance on it. I have all the records. There is no interior or outer damage other than a couple of very small scratches,Not-a-strategy,Self Assertion-Empowerment
1100,2,0,Great! Are you willing to negoiate the price?,Not-a-strategy,Self Assertion-Empowerment
1101,3,1,I'd be willing to let you have it for 9700,Not-a-strategy,Self Assertion-Empowerment
1102,3,0,That's far too high. The blue book value is only 6965 for a car of this condition and make. Are you willing to sell it for 6965?,Not-a-strategy,Self Assertion-Empowerment
1103,4,1,"If you can pick it up tomorrow, then yes",Not-a-strategy,Self Assertion-Empowerment
1104,4,0,Great! We have a deal sir!,Not-a-strategy,Self Assertion-Empowerment
1105,5,1,Thanks,Not-a-strategy,Self Assertion-Empowerment
1106,0,0,I'm interested in the home you have advertized.,Not-a-strategy,Self Assertion-Empowerment
1107,0,1,Sure. I am selling it for $3000,Not-a-strategy,Self Assertion-Empowerment
1108,1,0,Oh! I thought it was a rental. I am interesting in renting.,Not-a-strategy,Self Assertion-Empowerment
1109,1,1,Well this is spacious home and amazing location,Not-a-strategy,Self Assertion-Empowerment
1110,2,0,It looks like something I would like to take a look at. The price is a bit high for me. I was thinking of paying $1500.,Not-a-strategy,Self Assertion-Empowerment
1111,2,1,That's half of what I am asking. Sorry its too low. You need to put some more because you're getting a wonderful unit.,Not-a-strategy,Self Assertion-Empowerment
1112,3,0,"Are you willing to come down on the price? Is there parking available or free wifi and satellite? With all amenities and utilities, there is no way I can go $3000.",Not-a-strategy,Self Assertion-Empowerment
1113,3,1,I can give it to you for $2200.,Not-a-strategy,Self Assertion-Empowerment
1114,4,0,I can do that. I can't wait to see it.,Not-a-strategy,Self Assertion-Empowerment
1115,4,1,Great thanks!,Not-a-strategy,Self Assertion-Empowerment
1116,0,0,Hi! I'm interested in your storage drawers!,Not-a-strategy,Self Assertion-Empowerment
1117,0,1,This item is still available.,Not-a-strategy,Self Assertion-Empowerment
1118,1,0,Is it able to be locked?,Not-a-strategy,Self Assertion-Empowerment
1119,1,1,Yes it is able to be lock. It comes with a key for the lock as well.,Not-a-strategy,Self Assertion-Empowerment
1120,2,0,Great. Can I offer $15 and pickup today?,Not-a-strategy,Self Assertion-Empowerment
1121,2,1,I'm sorry but I can't go that low. I was asking 30 for it.,Not-a-strategy,Self Assertion-Empowerment
1122,3,0,Do you have any wiggle room with the price? $20?,Not-a-strategy,Self Assertion-Empowerment
1123,3,1,The lowest I could go is 25.,Not-a-strategy,Self Assertion-Empowerment
1124,4,0,Deal,Not-a-strategy,Self Assertion-Empowerment
1125,4,1,Great that we could make this deal work.,Not-a-strategy,Self Assertion-Empowerment
1126,0,0,man thats a nice trak,Not-a-strategy,Self Assertion-Empowerment
1127,0,1,yes its really nice,Not-a-strategy,Self Assertion-Empowerment
1128,1,0,how about you give it to me for 8000,Hesitance-Hesitance,Self Assertion-Empowerment
1129,1,1,That is way too little,Not-a-strategy,Self Assertion-Empowerment
1130,2,0,i realy dont need it but i can pay you 8200 if you let it go,Hesitance-Hesitance,Self Assertion-Empowerment
1131,2,1,I can go down to 14k but I can't knock off 6k,Counter Argumentation-Contesting,Self Assertion-Empowerment
1132,3,0,"oh man i cant afford that, i need to buy food for my pigs and farm and send my child to private school, can you do 13k ?",Personal Choice-Empowerment,Self Assertion-Empowerment
1133,3,1,I will take 13k,Not-a-strategy,Self Assertion-Empowerment
1134,4,0,ok i can pick it up this weekend,Not-a-strategy,Self Assertion-Empowerment
