,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
895,4,1,we all lose on that price 2200,Hesitance-Hesitance,Hesitance-Hesitance,1,0.6132230758666992
896,5,0,2000 with all bases covered. i lose more than you lose.,Hesitance-Hesitance,Self Assertion-Empowerment,1,0.5575150847434998
897,5,1,deal,Not-a-strategy,Not-a-strategy,1,0.4152476191520691
898,0,0,hi I am interested in your Nissan,Not-a-strategy,Not-a-strategy,1,0.276766300201416
899,0,1,You've got great taste in cars. This was my baby but it needs a new owner and I would love to sell it to you. Got any questions for me?,Not-a-strategy,Not-a-strategy,1,0.36553242802619934
900,1,0,"Why are you selling her, does she need any repairs?",Source Derogation-Contesting,Source Derogation-Contesting,1,0.43895336985588074
901,1,1,She just doesn't suit my needs anymore - My family has grown by 2 so we need something reasonable and practical. No repairs needed at all. I've taken GREAT care of her!!,Not-a-strategy,Not-a-strategy,1,0.40389925241470337
902,2,0,She is a beauty I can give you 5600 for her.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3582189977169037
903,2,1,Yes she is which is why I know her value and 5600 is way too low for her. I can knock off  500 and sell her to you for 8K,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3456732928752899
904,3,0,The most I can pay is 7k,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.3816561996936798
905,3,1,I'm sorry but 7k is too low. Make it 7500 and you have a deal. Its quite a steal at 7500.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.4429280757904053
906,4,0,Ok I will give you 7500,Not-a-strategy,Hesitance-Hesitance,1,0.5109968781471252
907,4,1,Deal. Nice doing business with you,Not-a-strategy,Not-a-strategy,1,0.8067674040794373
908,0,0,Hi. How old is this rug?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.2701910436153412
909,0,1,"Family heirloom, purchased new in the 1940's. A real antique.",Not-a-strategy,Not-a-strategy,1,0.32682764530181885
910,1,0,Are there any stains on it? Any rips or tears,Source Derogation-Contesting,Source Derogation-Contesting,1,0.4065781533718109
911,1,1,Nope. Excellent condition.,Not-a-strategy,Not-a-strategy,1,0.35660433769226074
912,2,0,The Ad says like new condition,Not-a-strategy,Not-a-strategy,1,0.3459138870239258
913,2,1,"Yes, that is correct.",Not-a-strategy,Not-a-strategy,1,0.3486810326576233
914,3,0,"Okay, cause you just said excellent.  Would you do $250 for this?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.34412336349487305
915,3,1,I can do $265. Does that work for you?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.41075775027275085
916,4,0,"Sure, you got a deal",Not-a-strategy,Not-a-strategy,1,0.36393269896507263
917,4,1,"Sounds great, thanks!",Not-a-strategy,Not-a-strategy,1,0.35840192437171936
918,0,0,"Hi, I'm interested in the Persian rug.",Not-a-strategy,Not-a-strategy,0,0.3169817328453064
919,0,1,Great,Not-a-strategy,Not-a-strategy,0,0.376413494348526
920,1,0,It looks a little worn out to me.,Source Derogation-Contesting,Not-a-strategy,0,0.3904627561569214
921,1,1,Really? It's in great condition.,Not-a-strategy,Not-a-strategy,0,0.3938116133213043
922,2,0,"Oh, okay, maybe it's just the picture. Would you take $200 for it?",Hesitance-Hesitance,Hesitance-Hesitance,0,0.36037465929985046
923,2,1,That's too low. I'm sorry. I might go down to 285.,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3747098445892334
924,3,0,How about $225?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.46395063400268555
925,3,1,"If you can come and pick it up today, I'll take 175 cash. final offer.",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4127993881702423
926,4,0,Deal! $175 and I'll pick it up today.,Not-a-strategy,Personal Choice-Empowerment,0,0.40045827627182007
927,4,1,Sorry typo i meant 275. can you change the offer?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.38141492009162903
928,5,0,"I don't think so, either you have to accept it or reject it.",Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.392947256565094
929,5,1,oh well...lol,Not-a-strategy,Not-a-strategy,0,0.42230093479156494
930,0,1,Hi there,Not-a-strategy,Not-a-strategy,0,0.2902878522872925
931,0,0,Hello! I am possibly interested in the car for sale.,Not-a-strategy,Not-a-strategy,0,0.3610368072986603
932,1,1,sure thing what do you need to ask?,Not-a-strategy,Not-a-strategy,0,0.39213088154792786
933,1,0,When was the last time you had the car serviced other than the oil change?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3526155948638916
934,2,1,about a month ago,Not-a-strategy,Not-a-strategy,0,0.3483559489250183
935,2,0,Has the car been in any accidents or have any dents etc?,Source Derogation-Contesting,Source Derogation-Contesting,0,0.352315217256546
936,3,1,no its not been in any accidents nor has any dents,Not-a-strategy,Not-a-strategy,0,0.3479712903499603
937,3,0,What is the year and the odometer reading?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3426017165184021
938,4,1,"2015, and reading is 40000 miles",Not-a-strategy,Not-a-strategy,0,0.34569376707077026
939,4,0,"I have a mechanic with me and would like him to run a diagnostics on the car. If he clears it, I'm willing to pay cash on the spot. Would you be willing to take $2240?",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.6489553451538086
940,5,1,"that's too low. You can definitely have the mechanic run by it, I am willing to accept 2900 last",Self Assertion-Empowerment,Counter Argumentation-Contesting,0,0.4132035970687866
941,5,0,Can I meet you half way at $2500?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.36725056171417236
942,6,1,Well you will have to come pick it up yourself then at that price I can only do that,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3538976311683655
943,6,0,Absolutely I can do that.,Not-a-strategy,Not-a-strategy,0,0.7584801316261292
944,7,1,Great then we got a deal,Not-a-strategy,Not-a-strategy,0,0.7337996959686279
945,0,0,I'm interested in the house you have for rent. How old is it?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.6814032793045044
946,0,1,"Built in the 80s,the move in date is July 2017 and it's very spacious",Not-a-strategy,Not-a-strategy,1,0.4234398603439331
947,1,0,"It seems pretty ideal, but I am on a budget, and I have my eye on a few other places. I'm looking to spend closer to $1600, but I'm willing to negotiate on the price.",Hesitance-Hesitance,Self Pity-Empowement,1,0.7749453783035278
948,1,1,"It's Fremont.  You can barely get yourself an apartment for $1600 that is centrally located like this.  At the asking price, it's quite a steal.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.8303281664848328
949,2,0,"I'm sure it is. Money is tight for me, that's all. Will you accept $1920?",Self Pity-Empowement,Self Pity-Empowement,1,0.8379886150360107
950,2,1,"What I can do, is lower the asking price a bit and ask for 1/2 the deposit.  How does $2700 sound with only $1000 deposit.  We can also change it to month-to-month agreement, so you can leave anytime you want.  How does that sound?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.55000901222229
951,3,0,I can do $2080 and the regular $2000 deposit price.,Hesitance-Hesitance,Personal Choice-Empowerment,1,0.7962498068809509
952,3,1,$2500 a month / $1000 deposit.  final offer. :),Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.8258575201034546
953,4,0,"Thank you, considering my math on the deposit was totally off. I must need more coffee, haha. I accept your offer of $2500.",Not-a-strategy,Hesitance-Hesitance,1,0.4571649730205536
954,4,1,"I accept, enjoy the place.",Not-a-strategy,Not-a-strategy,1,0.43512484431266785
955,0,0,Do you still have the Iphone?,Not-a-strategy,Not-a-strategy,0,0.4109251797199249
956,0,1,yes,Not-a-strategy,Not-a-strategy,0,0.7096238136291504
957,1,0,Hows the screen condition? is there scratches on body?,Source Derogation-Contesting,Source Derogation-Contesting,0,0.5824498534202576
958,1,1,its great no scratches at all,Not-a-strategy,Not-a-strategy,0,0.5512356758117676
959,2,0,Any idea why its not reading sim card?,Source Derogation-Contesting,Information Inquiry-Contesting,0,0.8024058938026428
960,2,1,"i think the mechanism is broke, its fixable, i just dont need the phone enough to have it fixed",Not-a-strategy,Not-a-strategy,0,0.4519074559211731
961,3,0,"Understood. Im trying to get my son his first phone and this is a good option. however, ill have to take it to an apple store where its going to at least be a $99 repair. How low can you go on price?",Hesitance-Hesitance,Hesitance-Hesitance,0,0.3673150837421417
962,3,1,125,Not-a-strategy,Hesitance-Hesitance,0,0.4976324439048767
963,4,0,The Iphone 6 came out 3 years ago. Theyre going to launch another later this year. can you do a bit better?,Counter Argumentation-Contesting,Hesitance-Hesitance,0,0.38662636280059814
964,4,1,100 and thats it,Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.7750048041343689
965,5,0,deal,Not-a-strategy,Not-a-strategy,0,0.8419111967086792
966,0,0,Hi! What can you tell me about your house for sale? How many bedrooms/bathrooms?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.26918455958366394
967,0,1,It has 3 bedrooms and 2 Baths with a lot of amenities.,Not-a-strategy,Not-a-strategy,1,0.33138740062713623
968,1,0,How much is it?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.33908459544181824
969,1,1,I am asking $2320.,Not-a-strategy,Not-a-strategy,1,0.5109729170799255
970,2,0,How old is the home? how many families have lived in it?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.38041412830352783
971,2,1,There was only one family before ours the home was built recently. It was built in 1998. There is not much wear on the house. This also means that there will not be any lead paint on the walls if you have little ones.,Not-a-strategy,Not-a-strategy,1,0.35310834646224976
972,3,0,"Nice, is there any way I can get you to go down on the price?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.3591580092906952
973,3,1,How low are you thinking. I can't go too low because I am wanting someone to take over the payments.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3529812693595886
974,4,0,"Ah, I was thinking $1160, I own a grocery store and I'm low on cash right now, but if you accept that I can give you a certificate for $1000 in product.",Self Pity-Empowement,Personal Choice-Empowerment,1,0.3439405858516693
975,4,1,That is a bit too low for me could you do $2000?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3442263603210449
976,5,0,"Alright, tell me more about the amenities of the home and I will think about it.",Information Inquiry-Contesting,Not-a-strategy,1,0.5229594707489014
977,5,1,The A/C unit was replaced two years ago so it is working great. As you can see in the picture the kitchen is up to date. There are hardwood floors throughout the house. There is also a nice size yard of 1 acre that is fenced in.,Not-a-strategy,Not-a-strategy,1,0.38766101002693176
978,6,0,"Alright, that's nothing too special to me, would you go down to $1800?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.36196672916412354
979,0,1,Hi there - how are you,Not-a-strategy,Not-a-strategy,1,0.274072527885437
980,0,0,"Im great, how are you? I a really interested in this phone. Does it have a lot of wear and tear or scratches, etc?",Source Derogation-Contesting,Source Derogation-Contesting,1,0.3452140688896179
981,1,1,Nope! It has a minor scuff by the charging port. This does not affect its charging abilities and it can barely be seen,Not-a-strategy,Not-a-strategy,1,0.3422291874885559
982,1,0,I see it is silver is that correct??,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34311965107917786
983,2,1,Yep! Would you like to make me an offer? I am happy to negotiate near the listing price.,Not-a-strategy,Not-a-strategy,1,0.3463476598262787
984,2,0,"I could offer you 325 for it, I could bring you the cash today.",Hesitance-Hesitance,Personal Choice-Empowerment,1,0.3617287874221802
985,3,1,"Unfortunately, that offer is too low. Can you do $415 and I will include the case and a pair of headphones? I can pick it up from you.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.3476514220237732
986,3,0,That would be fine since you are including the case and headphones and bringing it to me. Thanks you got a deal.,Not-a-strategy,Not-a-strategy,1,0.3518427312374115
987,4,1,"Great - So to finalize... it will be $415 for the phone, headphones, and case. I will bring it to you.",Not-a-strategy,Personal Choice-Empowerment,1,0.35127565264701843
988,4,0,Ok deal is done! Thank you!,Not-a-strategy,Not-a-strategy,1,0.4382111728191376
989,5,1,Thank you!,Not-a-strategy,Not-a-strategy,1,0.42426782846450806
990,0,1,Hello how are you today?,Not-a-strategy,Not-a-strategy,1,0.2741433382034302
991,0,0,"Hello, I am doing great. How are you? I am interested in the apartment on Bassett Dr. Is it still available?",Not-a-strategy,Not-a-strategy,1,0.4306891858577728
992,1,1,Yes it sure it.,Not-a-strategy,Not-a-strategy,1,0.43413084745407104
993,1,0,Has it been remodeled recently? Is it close to shops?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.36617493629455566
994,2,1,"Yes we actually just remodeled it this past month so everything is brand new.  The location is perfect, it is a quiet residential neighboorhood but you are just a 5 minute walk from many local shops.",Not-a-strategy,Not-a-strategy,1,0.34790149331092834
995,2,0,Would you be willing to come down on the price at all? Would you take $800?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3466239273548126
996,3,1,I can come down a bit on the price but there is no way that i can cut it in half.  What I can do is reduce the rent by 200 if you are wiling to sign a 2 year lease.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.3461131453514099
997,3,0,I see it's a 10 unit apartment. Would you be willing to come down on the price more if I can offer to do maintenance for the rest of the units?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.34600120782852173
998,4,1,Well that is a possibility.  What are your qualifications?,Not-a-strategy,Not-a-strategy,1,0.4266659617424011
999,4,0,"I have 10+ years of experience in building maintenance, carpentry and electrical work. I also have references.",Not-a-strategy,Not-a-strategy,1,0.36177676916122437
1000,5,1,Ok that sounds good.  These apartments do not need much so I can reduce the rent another 300 making it $1095.  Of course if there are months that we need you to do more work then we can discuss further reduction at that time.,Personal Choice-Empowerment,Hesitance-Hesitance,1,0.3459866940975189
1001,5,0,"That sounds great, Thank you.",Not-a-strategy,Not-a-strategy,1,0.3442099392414093
1002,0,0,hello,Not-a-strategy,Not-a-strategy,1,0.3088800311088562
1003,0,1,Hello,Not-a-strategy,Not-a-strategy,1,0.4137158691883087
1004,1,0,i am interested in the bike for sale,Not-a-strategy,Not-a-strategy,1,0.4770325720310211
1005,1,1,Are you really?  It's a good bike,Not-a-strategy,Not-a-strategy,1,0.4848553240299225
1006,2,0,"good, are you willing to drop it off?",Not-a-strategy,Personal Choice-Empowerment,1,0.6593664288520813
1007,2,1,Drop it off?  I am not sure about that,Not-a-strategy,Not-a-strategy,1,0.5877659320831299
1008,3,0,"ok, i can pick it up  if the price is somewhat negotiable",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4287375211715698
1009,3,1,The price is a fantastic $18-,Hesitance-Hesitance,Not-a-strategy,1,0.41722917556762695
1010,4,0,i have 162 cash right now,Hesitance-Hesitance,Hesitance-Hesitance,1,0.37096118927001953
1011,4,1,"$162, is $175 fine?",Not-a-strategy,Hesitance-Hesitance,1,0.783217191696167
1012,5,0,deal,Not-a-strategy,Not-a-strategy,1,0.8544605374336243
1013,0,1,"Hi, are you interested in my car?",Not-a-strategy,Not-a-strategy,0,0.2749986946582794
1014,0,0,Yes sir. I see you are offering 9950. Can you please tell me more about the car?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3263188302516937
1015,1,1,"It's been the greatest car I've ever owned. I'm sorry to have to sell it, but I really need the cash. It runs like a top",Not-a-strategy,Not-a-strategy,0,0.3441239595413208
1016,1,0,Please give me more details about the condition of the car? Do you have to any additional repairs?,Source Derogation-Contesting,Information Inquiry-Contesting,0,0.3551912307739258
1017,2,1,I've done regular maintenance on it. I have all the records. There is no interior or outer damage other than a couple of very small scratches,Not-a-strategy,Not-a-strategy,0,0.34552597999572754
1018,2,0,Great! Are you willing to negoiate the price?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3479263186454773
1019,3,1,I'd be willing to let you have it for 9700,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3560625910758972
1020,3,0,That's far too high. The blue book value is only 6965 for a car of this condition and make. Are you willing to sell it for 6965?,Hesitance-Hesitance,Counter Argumentation-Contesting,0,0.614860475063324
1021,4,1,"If you can pick it up tomorrow, then yes",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.4261763393878937
1022,4,0,Great! We have a deal sir!,Not-a-strategy,Not-a-strategy,0,0.5596482753753662
1023,5,1,Thanks,Not-a-strategy,Not-a-strategy,0,0.6617270112037659
1024,0,0,I'm interested in the home you have advertized.,Not-a-strategy,Not-a-strategy,1,0.2968663275241852
1025,0,1,Sure. I am selling it for $3000,Not-a-strategy,Not-a-strategy,1,0.3311496376991272
1026,1,0,Oh!  I thought it was a rental.  I am interesting in renting.,Not-a-strategy,Not-a-strategy,1,0.3697517514228821
1027,1,1,Well this is spacious home and amazing location,Not-a-strategy,Not-a-strategy,1,0.3485056459903717
1028,2,0,It looks like something I would like to take a look at.  The price is a bit high for me.  I was thinking of paying $1500.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3427676558494568
1029,2,1,That's half of what I am asking. Sorry its too low. You need to put some more because you're getting a wonderful unit.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3414432108402252
1030,3,0,"Are you willing to come down on the price?  Is there parking available or free wifi and satellite?  With all amenities and utilities, there is no way I can go $3000.",Self Assertion-Empowerment,Counter Argumentation-Contesting,1,0.7908643484115601
1031,3,1,I can give it to you for $2200.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5961116552352905
1032,4,0,I can do that.  I can't wait to see it.,Not-a-strategy,Not-a-strategy,1,0.829884946346283
1033,4,1,Great thanks!,Not-a-strategy,Not-a-strategy,1,0.6920915246009827
1034,0,0,Hi! I'm interested in your storage drawers!,Not-a-strategy,Not-a-strategy,1,0.33264651894569397
1035,0,1,This item is still available.,Not-a-strategy,Not-a-strategy,1,0.4100901186466217
1036,1,0,Is it able to be locked?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.428946852684021
1037,1,1,Yes it is able to be lock. It comes with a key for the lock as well.,Not-a-strategy,Not-a-strategy,1,0.43357187509536743
1038,2,0,Great. Can I offer $15 and pickup today?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.8037867546081543
1039,2,1,I'm sorry but I can't go that low.  I was asking 30 for it.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5268609523773193
1040,3,0,Do you have any wiggle room with the price? $20?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.806603193283081
1041,3,1,The lowest I could go is 25.,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.8560869693756104
1042,4,0,Deal,Not-a-strategy,Not-a-strategy,1,0.8592551350593567
1043,4,1,Great that we could make this deal work.,Not-a-strategy,Not-a-strategy,1,0.541772186756134
1044,0,0,Hello I was interested in your 2011 fusion hybrid.,Not-a-strategy,Not-a-strategy,0,0.48141151666641235
1045,0,1,Hello. Great! It is a nice little car,Not-a-strategy,Not-a-strategy,0,0.4079577326774597
1046,1,0,"It looks fairly decent, does everything run well? It is a bit pricey for me at the moment. Would you be able to work with me on this price a bit?",Hesitance-Hesitance,Self Pity-Empowement,0,0.3562164306640625
1047,1,1,"Yes, it is excellent condition with a few minor scratches. What do you have in mind?",Not-a-strategy,Not-a-strategy,0,0.4772453308105469
1048,2,0,I am searching in the ballpark of $5600. I dont know how feasible this would be for you. Maybe we could work out a deal.,Hesitance-Hesitance,Self Pity-Empowement,0,0.3722561001777649
1049,2,1,Prehaps. I can do 6000.,Hesitance-Hesitance,Not-a-strategy,0,0.5728791952133179
1050,3,0,I could work with 6000.00. When may I meet with you to finalize this?,Not-a-strategy,Hesitance-Hesitance,0,0.5313541293144226
1051,3,1,Tomorrow afternoon,Not-a-strategy,Not-a-strategy,0,0.8138978481292725
1052,4,0,Great Ill see you then.,Not-a-strategy,Not-a-strategy,0,0.6213698387145996
1053,4,1,Thank you,Not-a-strategy,Not-a-strategy,0,0.6725237965583801
1054,0,1,Hello how are you today?,Not-a-strategy,Not-a-strategy,1,0.2741433382034302
1055,0,0,"Hello, I am doing great. How are you? I am interested in the apartment on Bassett Dr. Is it still available?",Not-a-strategy,Not-a-strategy,1,0.4306891858577728
1056,1,1,Yes it sure it.,Not-a-strategy,Not-a-strategy,1,0.43413084745407104
1057,1,0,Has it been remodeled recently? Is it close to shops?,Not-a-strategy,Information Inquiry-Contesting,1,0.36617493629455566
1058,2,1,"Yes we actually just remodeled it this past month so everything is brand new. The location is perfect, it is a quiet residential neighboorhood but you are just a 5 minute walk from many local shops.",Not-a-strategy,Not-a-strategy,1,0.34790149331092834
1059,2,0,Would you be willing to come down on the price at all? Would you take $800?,Not-a-strategy,Hesitance-Hesitance,1,0.3466239273548126
1060,3,1,I can come down a bit on the price but there is no way that i can cut it in half. What I can do is reduce the rent by 200 if you are wiling to sign a 2 year lease.,Not-a-strategy,Personal Choice-Empowerment,1,0.3461131453514099
1061,3,0,I see it's a 10 unit apartment. Would you be willing to come down on the price more if I can offer to do maintenance for the rest of the units?,Not-a-strategy,Personal Choice-Empowerment,1,0.34600120782852173
1062,4,1,Well that is a possibility. What are your qualifications?,Not-a-strategy,Not-a-strategy,1,0.4266659617424011
1063,4,0,"I have 10+ years of experience in building maintenance, carpentry and electrical work. I also have references.",Not-a-strategy,Not-a-strategy,1,0.36177676916122437
1064,5,1,Ok that sounds good. These apartments do not need much so I can reduce the rent another 300 making it $1095. Of course if there are months that we need you to do more work then we can discuss further reduction at that time.,Not-a-strategy,Hesitance-Hesitance,1,0.3459866940975189
1065,5,0,"That sounds great, Thank you.",Not-a-strategy,Not-a-strategy,1,0.3442099392414093
1066,0,0,hello,Not-a-strategy,Not-a-strategy,1,0.3088800311088562
1067,0,1,Hello,Not-a-strategy,Not-a-strategy,1,0.4137158691883087
1068,1,0,i am interested in the bike for sale,Not-a-strategy,Not-a-strategy,1,0.4770325720310211
1069,1,1,Are you really? It's a good bike,Not-a-strategy,Not-a-strategy,1,0.4848553240299225
1070,2,0,"good, are you willing to drop it off?",Not-a-strategy,Personal Choice-Empowerment,1,0.6593664288520813
1071,2,1,Drop it off? I am not sure about that,Not-a-strategy,Not-a-strategy,1,0.5877659320831299
1072,3,0,"ok, i can pick it up if the price is somewhat negotiable",Not-a-strategy,Personal Choice-Empowerment,1,0.4287375211715698
1073,3,1,The price is a fantastic $18-,Not-a-strategy,Not-a-strategy,1,0.41722917556762695
1074,4,0,i have 162 cash right now,Not-a-strategy,Hesitance-Hesitance,1,0.37096118927001953
1075,4,1,"$162, is $175 fine?",Not-a-strategy,Hesitance-Hesitance,1,0.783217191696167
1076,5,0,deal,Not-a-strategy,Not-a-strategy,1,0.8544605374336243
1077,0,0,Hello. Is the bike still available?,Not-a-strategy,Not-a-strategy,1,0.29574674367904663
1078,0,1,Yes it is still available and its listed for $80,Not-a-strategy,Not-a-strategy,1,0.33114340901374817
1079,1,0,Thanks. Is there anything wrong with it?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.5865386128425598
1080,1,1,No just some little wear because of use but it rides very well and all the parts are intact and working fine. Also recently changes the rires,Not-a-strategy,Not-a-strategy,1,0.3983519971370697
1081,2,0,I understand. I can't do $80 but would you accept $72?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.35544732213020325
1082,2,1,Are you paying cash and are you coming to pick it up yourself?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.45961862802505493
1083,3,0,I would be paying cash but would you be able to deliver?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6463565230369568
1084,3,1,Make it $75 then so i come drop it off for you.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6603574156761169
1085,4,0,$75 is a deal!,Not-a-strategy,Not-a-strategy,1,0.8301191329956055
1086,0,0,Hello! I saw your ad and thought this would be a great gift for my grandmother!,Not-a-strategy,Not-a-strategy,0,0.28921279311180115
1087,0,1,"Thats Great, This bike was my grandfather and we would love to pass it to a good family. do you want to pick it up",Not-a-strategy,Not-a-strategy,0,0.4892873167991638
1088,1,0,I would love to come and check it out. Would you be willing to negotiate on price?,Hesitance-Hesitance,Not-a-strategy,0,0.3773576617240906
1089,1,1,Yes. If you are willing to get the bike today I can let it go for $220,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.370002418756485
1090,2,0,I was hoping to go closer to $150?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3483622372150421
1091,2,1,Well this bike is still in good condition and is a single gear with custom paint.,Counter Argumentation-Contesting,Not-a-strategy,0,0.3439379334449768
1092,3,0,"I understand. I just don't have more than $150 right now to spend. I have a large garden at my home, I would be willing to bring a large basket in addition to the $150.",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3429403007030487
1093,3,1,Ok only if you pick it up by today for $150.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.35750940442085266
1094,4,0,Can do! Thank you!,Not-a-strategy,Not-a-strategy,0,0.5968818068504333
1095,0,1,"Hi, are you interested in my car?",Not-a-strategy,Not-a-strategy,0,0.2749986946582794
1096,0,0,Yes sir. I see you are offering 9950. Can you please tell me more about the car?,Not-a-strategy,Information Inquiry-Contesting,0,0.3263188302516937
1097,1,1,"It's been the greatest car I've ever owned. I'm sorry to have to sell it, but I really need the cash. It runs like a top",Not-a-strategy,Not-a-strategy,0,0.3441239595413208
1098,1,0,Please give me more details about the condition of the car? Do you have to any additional repairs?,Not-a-strategy,Information Inquiry-Contesting,0,0.3551912307739258
1099,2,1,I've done regular maintenance on it. I have all the records. There is no interior or outer damage other than a couple of very small scratches,Not-a-strategy,Not-a-strategy,0,0.34552597999572754
1100,2,0,Great! Are you willing to negoiate the price?,Not-a-strategy,Hesitance-Hesitance,0,0.3479263186454773
1101,3,1,I'd be willing to let you have it for 9700,Not-a-strategy,Hesitance-Hesitance,0,0.3560625910758972
1102,3,0,That's far too high. The blue book value is only 6965 for a car of this condition and make. Are you willing to sell it for 6965?,Not-a-strategy,Counter Argumentation-Contesting,0,0.614860475063324
1103,4,1,"If you can pick it up tomorrow, then yes",Not-a-strategy,Personal Choice-Empowerment,0,0.4261763393878937
1104,4,0,Great! We have a deal sir!,Not-a-strategy,Not-a-strategy,0,0.5596482753753662
1105,5,1,Thanks,Not-a-strategy,Not-a-strategy,0,0.6617270112037659
1106,0,0,I'm interested in the home you have advertized.,Not-a-strategy,Not-a-strategy,1,0.2968663275241852
1107,0,1,Sure. I am selling it for $3000,Not-a-strategy,Not-a-strategy,1,0.3311496376991272
1108,1,0,Oh! I thought it was a rental. I am interesting in renting.,Not-a-strategy,Not-a-strategy,1,0.3697517514228821
1109,1,1,Well this is spacious home and amazing location,Not-a-strategy,Not-a-strategy,1,0.3485056459903717
1110,2,0,It looks like something I would like to take a look at. The price is a bit high for me. I was thinking of paying $1500.,Not-a-strategy,Hesitance-Hesitance,1,0.3427676558494568
1111,2,1,That's half of what I am asking. Sorry its too low. You need to put some more because you're getting a wonderful unit.,Not-a-strategy,Hesitance-Hesitance,1,0.3414432108402252
1112,3,0,"Are you willing to come down on the price? Is there parking available or free wifi and satellite? With all amenities and utilities, there is no way I can go $3000.",Not-a-strategy,Counter Argumentation-Contesting,1,0.7908643484115601
1113,3,1,I can give it to you for $2200.,Not-a-strategy,Hesitance-Hesitance,1,0.5961116552352905
1114,4,0,I can do that. I can't wait to see it.,Not-a-strategy,Not-a-strategy,1,0.829884946346283
1115,4,1,Great thanks!,Not-a-strategy,Not-a-strategy,1,0.6920915246009827
1116,0,0,Hi! I'm interested in your storage drawers!,Not-a-strategy,Not-a-strategy,1,0.33264651894569397
1117,0,1,This item is still available.,Not-a-strategy,Not-a-strategy,1,0.4100901186466217
1118,1,0,Is it able to be locked?,Not-a-strategy,Information Inquiry-Contesting,1,0.428946852684021
1119,1,1,Yes it is able to be lock. It comes with a key for the lock as well.,Not-a-strategy,Not-a-strategy,1,0.43357187509536743
1120,2,0,Great. Can I offer $15 and pickup today?,Not-a-strategy,Personal Choice-Empowerment,1,0.8037867546081543
1121,2,1,I'm sorry but I can't go that low. I was asking 30 for it.,Not-a-strategy,Hesitance-Hesitance,1,0.5268609523773193
1122,3,0,Do you have any wiggle room with the price? $20?,Not-a-strategy,Hesitance-Hesitance,1,0.806603193283081
1123,3,1,The lowest I could go is 25.,Not-a-strategy,Self Assertion-Empowerment,1,0.8560869693756104
