Index,User,Text,Resistance Labels,,
C_27b41c9f264d4cff91493e9cad772e17,1,"Yes, this absolutely gorgeous BMW is still available, but I'm certain it won't be for long!",,,
C_27b41c9f264d4cff91493e9cad772e17,0,Great! Is all of the paperwork up to date?,Information Inquiry-Contesting,,
C_27b41c9f264d4cff91493e9cad772e17,1,All paperwork is up to date and I have clean title in hand.,,,
C_27b41c9f264d4cff91493e9cad772e17,0,Sounds good. Would you be willing to pay for a background check if I make you an acceptable offer>,Personal Choice-Empowerment,,
C_27b41c9f264d4cff91493e9cad772e17,1,I have a Carfax report for it in my possession if that is what you are speaking of.,,,
C_27b41c9f264d4cff91493e9cad772e17,0,"Yes, that's right. I recently saw a similar model at a dealership for about 30,000 but yours looks better maintained, so I'm happy to make a higher offer for your car. How does 31,500 sound?",Hesitance-Hesitance,,
C_27b41c9f264d4cff91493e9cad772e17,1,"According to Kelly Blue Book value, I have this car priced very close to the value.  Given the pristine condition, year, miles, etc. $31,500 is very low.  I will accept $43,000.  Even at this price, you are getting an awesome deal!",Counter Argumentation-Contesting,,
C_27b41c9f264d4cff91493e9cad772e17,0,"What if I pick up the car myself? Could you do 35,000?",Personal Choice-Empowerment,,
C_27b41c9f264d4cff91493e9cad772e17,1,"Sorry, can't do it.",Self Assertion-Empowerment,,
C_27b41c9f264d4cff91493e9cad772e17,0,"I'm sorry, it sounds like our budgets are just too far apart. Good luck with your sale!",,,
C_3aa03c24a06e45ec91e22578b686db5c,1,Hi are you interested in the house?,,,
C_3aa03c24a06e45ec91e22578b686db5c,0,Yes I'm interested. Can you tell me more about it? What is the square footage of the place and how many bed/bath?,Information Inquiry-Contesting,,
C_3aa03c24a06e45ec91e22578b686db5c,1,It's about 2000 square feet and it has three rooms and two bathrooms.,,,
C_3aa03c24a06e45ec91e22578b686db5c,0,Does it have freeway access?,Information Inquiry-Contesting,,
C_3aa03c24a06e45ec91e22578b686db5c,1,Yes it is actually very close to freeway access.,,,
C_3aa03c24a06e45ec91e22578b686db5c,0,"Great! My only issue then is with the pricing, are you open to negotiate or no?",Hesitance-Hesitance,,
C_3aa03c24a06e45ec91e22578b686db5c,1,I am open to some negotiating.,,,
C_3aa03c24a06e45ec91e22578b686db5c,0,"Okay well I was thinking because of the location which isn't the best in town, how about we do 1500?",Hesitance-Hesitance,,
C_3aa03c24a06e45ec91e22578b686db5c,1,"$1,500 would be outrageously low and I cannot accept that offer. Can you come closer to 3000?",Hesitance-Hesitance,,
C_3aa03c24a06e45ec91e22578b686db5c,0,I'll do 2500 if utilities and internet are included in that monthly price and you waive the deposit.,Personal Choice-Empowerment,,
C_3aa03c24a06e45ec91e22578b686db5c,1,"We cannot waive the deposit but $2,500 utilities included and we can make a deal today.",Personal Choice-Empowerment,,
C_3aa03c24a06e45ec91e22578b686db5c,0,"Okay that would actually work for me, thanks!",,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,Are you looking to rent my apartment?,,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,0,"Wow, this looks like a great place!!",,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,I was thinking $1725 because it is two bedroom and in a convenient area for commuting,,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,0,Thats great! Those are both really attractive! What is it close to?,Information Inquiry-Contesting,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,"it's close to all the downtown restaurants and stores, can you do $1700?",,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,0,Awesome! But thats a lot. Can you lower it if I pay cash?,Personal Choice-Empowerment,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,how low?,Hesitance-Hesitance,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,0,1100,Hesitance-Hesitance,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,how about 1300?,Hesitance-Hesitance,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,0,"How about 1,200?",Hesitance-Hesitance,,
C_5d8caab324dd4bf1b8ffce60a431ed1e,1,Deal!,,,
C_e8458e2ae08f4808ab4c8a86e4830041,0,"Hi, is your dining table still for sale?",,,
C_e8458e2ae08f4808ab4c8a86e4830041,1,It sure is. I just put it up today,,,
C_e8458e2ae08f4808ab4c8a86e4830041,0,Are you willing to be flexible on the price?,Hesitance-Hesitance,,
C_e8458e2ae08f4808ab4c8a86e4830041,1,"Not really, this is solid wood like new, not Ikea",Counter Argumentation-Contesting,,
C_e8458e2ae08f4808ab4c8a86e4830041,0,"I ask because I've seen new solid wood tables for on sale for about $1,000.  For a used table, I would expect to pay at least a bit less.",Source Derogation-Contesting,,
C_e8458e2ae08f4808ab4c8a86e4830041,1,They don't sell them like  this anymore with the 4 extensions leaves.   - also comes with glass top - that's rare,Counter Argumentation-Contesting,,
C_e8458e2ae08f4808ab4c8a86e4830041,0,I did not realize from the ad that this also has a glass top.  Are you able to deliver the table across town?,Personal Choice-Empowerment,,
C_e8458e2ae08f4808ab4c8a86e4830041,1,"Yes, the custom glass cut to fit game table size top would be difficult to transport unless have the kine Pick up truck  set up for that.  I can do that for you so don't break in transportation.",Personal Choice-Empowerment,,
C_e8458e2ae08f4808ab4c8a86e4830041,0,"Sounds wonderful.  Looks like we have a deal, then.",,,
C_e8458e2ae08f4808ab4c8a86e4830041,1,GREAT!.  Has to be over the weekend but will accept. :) Enjoy!,Personal Choice-Empowerment,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,0,"Hello, I am interested in your iWave speaker. The asking price is $20 correct?",,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,1,"Yes it is, it's brand new, can I tell you anything about it?",,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,0,It is brand new correct? Are you willing to go any lower than $20 perhaps?,Hesitance-Hesitance,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,1,"Yes, it was an unwanted gift still sealed in packaging. I'm reluctant to go much lower but I might",Hesitance-Hesitance,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,0,"I could come pick it up right now for $10, How does that sound?",Personal Choice-Empowerment,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,1,I wouldn't let it go for less than $15,Self Assertion-Empowerment,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,0,How about $12? You said yourself it was an unwanted gift. You could have a nice dinner with this atleast. I mean... How good is an iWave anyways?,Hesitance-Hesitance,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,1,"I want to get myself something comparable in price so I can show it to the person who gave me the speaker. iWave are excellent, I already have one of their speakers. How about $13.50 and I'll throw in a spare usb cable?",Personal Choice-Empowerment,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,0,Could we make it an even $13? My change in my cars cup holder is pretty sticky from last nights Taco Bell spill. I would hate to have to give you those quarters right now.,Hesitance-Hesitance,,
C_7a92a4f3f7814bd3a6e507c80459a3e3,1,"I wouldn't want those :) $13 it is, I'll see you later! Thank you",,,
C_4ad68a7f24db423c867446c708291ece,0,That's a beautiful bike. How old is it?,Information Inquiry-Contesting,,
C_4ad68a7f24db423c867446c708291ece,1,It's 5 years old.,,,
C_4ad68a7f24db423c867446c708291ece,0,Is there any damage to the bike?,Source Derogation-Contesting,,
C_4ad68a7f24db423c867446c708291ece,1,"Nope, it's in great condition.",,,
C_4ad68a7f24db423c867446c708291ece,0,"Could I possibly take it on a test drive? If it's too big for you, I want to make sure it would be a nice size for me.",,,
C_4ad68a7f24db423c867446c708291ece,1,"The frame is designed for someone 5'7"" to 5'9"". Does that seem like it will work for you?",,,
C_4ad68a7f24db423c867446c708291ece,0,It sounds perfect. Are there any warranties left on the bike or its accessories?,Source Derogation-Contesting,,
C_4ad68a7f24db423c867446c708291ece,1,"They are no longer under warranty, but I've never had a problem with the bike.",,,
C_4ad68a7f24db423c867446c708291ece,0,"Ok. Well, I'm interested. Would you accept $140?",Hesitance-Hesitance,,
C_4ad68a7f24db423c867446c708291ece,1,"$140 is too low for me, would $175 be feasible for you?",Hesitance-Hesitance,,
C_4ad68a7f24db423c867446c708291ece,0,"I actually don't have that much to put into a bike at the moment, but I could do $165, and I'll take it off of your hands with cash. How does that sound?",Personal Choice-Empowerment,,
C_4ad68a7f24db423c867446c708291ece,1,I could do $170 in cash.,Hesitance-Hesitance,,
C_4ad68a7f24db423c867446c708291ece,0,"Ok, sounds like a deal!",,,
C_4ad68a7f24db423c867446c708291ece,1,Great!,,,
C_e96f95b056e44b9dbc498a574765e2a6,0,"Hello there, i'm very interested in the device, but I'm not sure I can afford it. Would you be willing to accept a lower offer?",Self Pity-Empowement,,
C_e96f95b056e44b9dbc498a574765e2a6,1,Hi there! Yes I am open to negotiating :),,,
C_e96f95b056e44b9dbc498a574765e2a6,0,I'm assuming this phone doesn't have any damage as you state it is relatively new. It's in good working order then?,Information Inquiry-Contesting,,
C_e96f95b056e44b9dbc498a574765e2a6,1,Yes it is absolutely in a good working condition and has no scratches or anything. It was always used with the cover and its as new.,,,
C_e96f95b056e44b9dbc498a574765e2a6,0,"Great, well I'm a bit strapped for cash, so how about $25 in cash.",Self Pity-Empowement,,
C_e96f95b056e44b9dbc498a574765e2a6,1,Woah! That's too too low. I am selling it for 70$. I can go up to $65,Hesitance-Hesitance,,
C_e96f95b056e44b9dbc498a574765e2a6,0,I wouldn't have enough money left over for other things at that price. Could you take $40,Self Pity-Empowement,,
C_e96f95b056e44b9dbc498a574765e2a6,1,I can take $50,Hesitance-Hesitance,,
C_e96f95b056e44b9dbc498a574765e2a6,1,Fine will go with $45 but I will give you without the cover then!,Personal Choice-Empowerment,,
C_e96f95b056e44b9dbc498a574765e2a6,0,Ok,,,
C_5229dd451d3b4f69b7146e105889fdd6,0,"Hi, is the Honda CRV EX still for sale?",,,
C_5229dd451d3b4f69b7146e105889fdd6,1,Hey,,,
C_5229dd451d3b4f69b7146e105889fdd6,0,Is the car still for sale?,,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"Yes, it's still for sale.",,,
C_5229dd451d3b4f69b7146e105889fdd6,0,I'm looking for a car for my daughter.  Can you tell me more about the car?,Information Inquiry-Contesting,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"The car gets 27 MPG AVG in the city alone, so I'm not sure where your daughter will need to commute, but it won't cost her much. Also, the car is in great running condition.",,,
C_5229dd451d3b4f69b7146e105889fdd6,0,She just needs to get back and forth to work but she has to drive freeway miles.  How many miles are on the car?,Information Inquiry-Contesting,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"I apologize, but for some reason I do not have that information on hand. Can I get back to you ASAP with the exact mileage?",,,
C_5229dd451d3b4f69b7146e105889fdd6,0,Sure.  I just wanted to know if there are a lot of miles on it.  So what's the least you'll take for it?,,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"There isn't a whole lot of mileage on it, but I'll let you know for sure. The best I can do is $21,000.",Hesitance-Hesitance,,
C_5229dd451d3b4f69b7146e105889fdd6,0,"wozer...! I was looking at maybe $11,000",Hesitance-Hesitance,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"I'm sorry but I couldn't let the car go for that amount. I know you need the car for your daughter to get back and forth, so I'll definitely work with you. Would you be willing to pay $16,000 for the car?",Hesitance-Hesitance,,
C_5229dd451d3b4f69b7146e105889fdd6,0,"That is still a reach for me.  How about $15,500?",Hesitance-Hesitance,,
C_5229dd451d3b4f69b7146e105889fdd6,1,"$15,750 and we have a deal.",Hesitance-Hesitance,,
C_5229dd451d3b4f69b7146e105889fdd6,0,Deal!  I can do that.,,,
C_5229dd451d3b4f69b7146e105889fdd6,1,Sold!,,,
C_5229dd451d3b4f69b7146e105889fdd6,0,Great.  Please accept my offer on the right.,,,
C_79ecf5f983c149afb1fecd0317757917,1,Hello,,,
C_79ecf5f983c149afb1fecd0317757917,0,"Hi there, I am interested in the LG Viper.",,,
C_79ecf5f983c149afb1fecd0317757917,1,Great! It is in superb condition. I've had it for about a year and I am a fairly light user.,,,
C_79ecf5f983c149afb1fecd0317757917,0,It looks like it's in good condition. The only issue is that I really need a phone and I don't have $55 on my today. I was wondering if you'd be willing to negotiate on the price a little bit?,Self Pity-Empowement,,
C_79ecf5f983c149afb1fecd0317757917,1,Depends what you have?,,,
C_79ecf5f983c149afb1fecd0317757917,0,I'd really like to pay $45.,Hesitance-Hesitance,,
C_79ecf5f983c149afb1fecd0317757917,1,Why don't we go with the middle and call it at $50?,Hesitance-Hesitance,,
C_79ecf5f983c149afb1fecd0317757917,0,Does it come with a charger?,Information Inquiry-Contesting,,
C_79ecf5f983c149afb1fecd0317757917,1,"Yeah, charger, screen protector already on, and an extra battery.",,,
C_79ecf5f983c149afb1fecd0317757917,0,Hmm. Will you agree on $48?,Hesitance-Hesitance,,
C_79ecf5f983c149afb1fecd0317757917,1,"Nah, 50",Self Assertion-Empowerment,,
C_79ecf5f983c149afb1fecd0317757917,0,"Ok, $40 is fine.",,,
C_79ecf5f983c149afb1fecd0317757917,1,No,,,
C_79ecf5f983c149afb1fecd0317757917,0,"I mean to type $50 lol, sorry.",,,
C_79ecf5f983c149afb1fecd0317757917,1,lol,,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,"Hi, I am interested in this house. Can you tell what you think it is worth per month?",Information Inquiry-Contesting,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,5 grand,,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,That is ridiculous. I was thinking more around 1700 a month.,Hesitance-Hesitance,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,Well that's what its worth you can ask city hall if you want they will say 5 grand,Counter Argumentation-Contesting,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,"That is funny, because the original list price is only 2480.",Source Derogation-Contesting,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,"Yeah that's for rent to own, but you have to rent it to own it",,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,"I understand that. So if I wanted to do rent to own and I could set up a direct deposit, how about 1800 a month?",Personal Choice-Empowerment,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,That's already low can you afford 2 grand,Hesitance-Hesitance,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,I'll split it at 1900. Is that enough?,Hesitance-Hesitance,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,Makes me think you won't be able to pay rent u low ballin,Source Derogation-Contesting,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,"That will not be a issue. I said we could set it up as a direct deposit, so obviously I am not worried about having the money. 1950 is my final offer.",Self Assertion-Empowerment,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,Okay I can agree on 1950 if you can find me a way besides Direct deposit that you can prove to me you'll be able to make rent every month,Personal Choice-Empowerment,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,I'll get you a copy of my pay stubs. You will see how much I make.,,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,How much u make a month? How long you been working and how much are your expenses every month?,Source Derogation-Contesting,,
C_37a7355fc7dc45c099c3ff5f8744ca05,0,"You will see it all on my pay stubs. I have never had a problem with rent or any other bills. I have excellent credit, but feel free to check that out too.",,,
C_37a7355fc7dc45c099c3ff5f8744ca05,1,Okay we meet,,,
C_e87af8c09c304945a00d4d9317328485,0,"Hey, I'm interested in the house bu there seems to be some issues.",Source Derogation-Contesting,,
C_e87af8c09c304945a00d4d9317328485,1,What issues do you have?,,,
C_e87af8c09c304945a00d4d9317328485,0,"Well first of all, I don't quite like how it's a row of rooms, there's no width to the house. There's little grass, and the place does not look wheelchair accessible.",Source Derogation-Contesting,,
C_e87af8c09c304945a00d4d9317328485,1,"Well, you're definitely right on the money there. We do not have any kind of ramp or alternative method for handicapped people",,,
C_e87af8c09c304945a00d4d9317328485,0,"So due to all these problems, I'll have to ask you to come down to 1600.",Hesitance-Hesitance,,
C_e87af8c09c304945a00d4d9317328485,1,I will not be able to bring it down that much,Hesitance-Hesitance,,
C_e87af8c09c304945a00d4d9317328485,0,Well can you install a wheelchair ramp?,Personal Choice-Empowerment,,
C_e87af8c09c304945a00d4d9317328485,1,"We can install a wheelchair ramp, for sure, to ensure both the front and back entrances are wheelchair accessible",Personal Choice-Empowerment,,
C_e87af8c09c304945a00d4d9317328485,0,"Okay, so can you come down to $1900?",Hesitance-Hesitance,,
C_e87af8c09c304945a00d4d9317328485,1,That would still be cutting the price in half; can't bring it down that much. The lowest we can bring it down to is $3000,Self Assertion-Empowerment,,
C_e87af8c09c304945a00d4d9317328485,0,"I can do $2600 but not any more, sorry.",Self Assertion-Empowerment,,
C_e87af8c09c304945a00d4d9317328485,1,We can make $2600 work,,,
C_31863aa23ae74cefa0e498f87851d92a,1,Hello,,,
C_31863aa23ae74cefa0e498f87851d92a,0,Hi! I am interested in your truck. How is the paint?,Information Inquiry-Contesting,,
C_31863aa23ae74cefa0e498f87851d92a,1,"Paint is great, not a single scratch or ding.",,,
C_31863aa23ae74cefa0e498f87851d92a,0,"Great! I would be willing to do 600, on account of the fact that it is pretty high mileage.",Counter Argumentation-Contesting,,
C_31863aa23ae74cefa0e498f87851d92a,1,I'm not sure what you mean. The price it is listed at is $8900. I can negotiate the price a bit though if you are able to pick it up right away.,Personal Choice-Empowerment,,
C_31863aa23ae74cefa0e498f87851d92a,0,"I am sorry, I meant 6000. I can come get it today with cash in hand for 6230. How does that sound?",Personal Choice-Empowerment,,
C_31863aa23ae74cefa0e498f87851d92a,1,Hmmm that's really low...,Hesitance-Hesitance,,
C_31863aa23ae74cefa0e498f87851d92a,0,"Not really, the pickup is almost 13 years old and the high mileage means that I am bound to have some engine problems not too long after buying it.",Source Derogation-Contesting,,
C_31863aa23ae74cefa0e498f87851d92a,1,"The engine was rebuilt and is in good condition, you shouldn't have any problems with it. It is a great truck and has many good years left on her. If we were talking about a car just for tooling around yeah it might be high but for a truck that can haul what this truck can, you won't find a better deal out there.",Counter Argumentation-Contesting,,
C_31863aa23ae74cefa0e498f87851d92a,0,"Still, the wear and tear is there. I with just a 4.8 Liter engine I doubt how much hauling it can really do. I can do 7000, but that is it.",Self Assertion-Empowerment,,
C_31863aa23ae74cefa0e498f87851d92a,1,"Alright, $7000 is a fair compromise, I can do that.",,,
C_83bc091724584a03877e776d8636dbe6,1,hi,,,
C_83bc091724584a03877e776d8636dbe6,0,Hello.  I'd like to buy the bike for 104.,,,
C_83bc091724584a03877e776d8636dbe6,1,"That is a little low for me, I am willing to come down slightly.",Hesitance-Hesitance,,
C_83bc091724584a03877e776d8636dbe6,0,The most I will pay is 115.,Self Assertion-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,1,well would you be willing to pick it up?,Personal Choice-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,0,yes I will pick it up,,,
C_83bc091724584a03877e776d8636dbe6,1,I cannot include the helmet or pump at that price.. or you can have them if you can come up to 145,Personal Choice-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,0,I don't want the helmet or the pump.  Just the bike.   115 okay?,Personal Choice-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,1,120 if you can come get it and you have a deal.,Personal Choice-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,0,I think 115 is a fair price as the one tire has cracks.   115 and I will pick up.,Personal Choice-Empowerment,,
C_83bc091724584a03877e776d8636dbe6,1,"Sorry that is just too low for me, it was already a price cut at the listed 149.",Hesitance-Hesitance,,
C_c19861f677dc42b68832acf70f8aeceb,1,Hello,,,
C_c19861f677dc42b68832acf70f8aeceb,0,hello,,,
C_c19861f677dc42b68832acf70f8aeceb,1,Did you have any questions about the item for sale?,,,
C_c19861f677dc42b68832acf70f8aeceb,0,How much is it?,Information Inquiry-Contesting,,
C_c19861f677dc42b68832acf70f8aeceb,1,$40.00,,,
C_c19861f677dc42b68832acf70f8aeceb,0,It looks great. I can offer $20 for it.,Hesitance-Hesitance,,
C_c19861f677dc42b68832acf70f8aeceb,1,Well I can't cut the price in half. It is in excellent working condition. Has a remote control and an adapter.  It is really worth far more than I'm asking for it.,Counter Argumentation-Contesting,,
C_c19861f677dc42b68832acf70f8aeceb,0,How about $25?,Hesitance-Hesitance,,
C_c19861f677dc42b68832acf70f8aeceb,1,"Sorry, like I said it is worth more than I'm asking. I've already cut it down to $40 to get rid of it quickly.",Hesitance-Hesitance,,
C_c19861f677dc42b68832acf70f8aeceb,0,"All I can afford is $30. If you live in my area, I could arrange to meet with you to pick it up(as opposed to you mailing it.).",Personal Choice-Empowerment,,
C_c19861f677dc42b68832acf70f8aeceb,1,"I kind of feel like you've been wasting my time, and starting out with such a lowball offer half price, really kind of sitting wrong with me. I can do $35 and that's as long as I can go.",Self Assertion-Empowerment,,
C_f991cac61421441a89a914a9b7aae350,1,"Hi, are you interested in my dope bike?",,,
C_f991cac61421441a89a914a9b7aae350,0,"Hello, I may be interested in your BMX bike you have for sale.",,,
C_f991cac61421441a89a914a9b7aae350,1,"Its an awesome bike, what is your offer",,,
C_f991cac61421441a89a914a9b7aae350,0,"Considering it needs a new chain and the brake cable is missing, I think $60 is a fair offer.",Hesitance-Hesitance,,
C_f991cac61421441a89a914a9b7aae350,1,"If you throw in something else to sweeten the deal, im in.",Hesitance-Hesitance,,
C_f991cac61421441a89a914a9b7aae350,0,"I dont know what I could throw in, its going to be for my son and I would have to still take the bike to have a chain and cable put on so he could ride it.",Self Pity-Empowement,,
C_f991cac61421441a89a914a9b7aae350,1,Do you have any old Hoobastank CDs? I'm a collector,Hesitance-Hesitance,,
C_f991cac61421441a89a914a9b7aae350,0,"No, I am not in for trades, I can do cash only.",Self Assertion-Empowerment,,
C_f991cac61421441a89a914a9b7aae350,1,The only way im going below $90 is with a trade added in. My asking price is $90 and i could buy at least 45 hoobastank CDs with that amount,Personal Choice-Empowerment,,
C_f991cac61421441a89a914a9b7aae350,0,"Ok, well I see another bike in better condition for cheaper so I will go with the other. thanks for your time.",Source Derogation-Contesting,,
C_1aa278381a324468a0af34263e09741d,1,Hello,,,
C_1aa278381a324468a0af34263e09741d,0,"Hi, I am interested in what you are selling. Is it in good condition?",Information Inquiry-Contesting,,
C_1aa278381a324468a0af34263e09741d,1,"Yes, they are very comfortable and perfect condition apartments.",,,
C_1aa278381a324468a0af34263e09741d,0,Is the neighborhood safe? I have a family coming with me.,Information Inquiry-Contesting,,
C_1aa278381a324468a0af34263e09741d,1,Definitely. There's also plenty to do in the area for families.,,,
C_1aa278381a324468a0af34263e09741d,0,Cool. Can you lower the price at all for me?,Hesitance-Hesitance,,
C_1aa278381a324468a0af34263e09741d,1,Maybe. Make an offer.,,,
C_1aa278381a324468a0af34263e09741d,0,I would like to pay 1674 on it. Is that at all possible?,Hesitance-Hesitance,,
C_1aa278381a324468a0af34263e09741d,1,"I can't go any lower than $1750, sorry",Self Assertion-Empowerment,,
C_1aa278381a324468a0af34263e09741d,0,1750 is fine. Can I come by and see the place today?,,,
C_1aa278381a324468a0af34263e09741d,1,Absolutely.,,,
C_e8170b248c6c432ebf57a73077e267a1,1,Hello,,,
C_e8170b248c6c432ebf57a73077e267a1,0,Hello,,,
C_e8170b248c6c432ebf57a73077e267a1,1,Did you have questions about the item for sale?,,,
C_e8170b248c6c432ebf57a73077e267a1,0,how fast can it go?,Information Inquiry-Contesting,,
C_e8170b248c6c432ebf57a73077e267a1,1,"It can't ""go"" at all... it is an antique. It is being sold as an art piece, to be displayed. Conceivably it could be restored by an expert who knew how to do such a thing but as it is it is just for display.",,,
C_e8170b248c6c432ebf57a73077e267a1,0,hmm then i can only offer $75,Self Assertion-Empowerment,,
C_e8170b248c6c432ebf57a73077e267a1,1,You seem to not be interested in the item for sale.,Source Derogation-Contesting,,
C_e8170b248c6c432ebf57a73077e267a1,0,i want it but i have to factor in its rarity,Counter Argumentation-Contesting,,
C_e8170b248c6c432ebf57a73077e267a1,1,"Indeed, it is very rare. Which is why $75 is far too low an offer. The list price of $200 is very reasonable for an item this rare.",Hesitance-Hesitance,,
C_e8170b248c6c432ebf57a73077e267a1,0,i have a meeting to get to what is your best offer,Hesitance-Hesitance,,
C_628238c80e844ba1aeeb65208e3abf2a,1,Hi,,,
C_628238c80e844ba1aeeb65208e3abf2a,0,Hello!  Does this phone come with a case or screen protection?,Information Inquiry-Contesting,,
C_628238c80e844ba1aeeb65208e3abf2a,1,No it doesn't but I would be happy to give you one. I can give you both for $280,Personal Choice-Empowerment,,
C_628238c80e844ba1aeeb65208e3abf2a,0,Great...is the phone used?  How'sx the condition of the case?,Source Derogation-Contesting,,
C_628238c80e844ba1aeeb65208e3abf2a,1,"Its used but it is as new and the condition of the case is brand new. The phone is silver color and has 32 gig memory. I used it for a few months and then wanted to get a new one, so selling this one.",,,
C_628238c80e844ba1aeeb65208e3abf2a,0,Is the Sprint contract in effect?  How long is left on it?,Information Inquiry-Contesting,,
C_628238c80e844ba1aeeb65208e3abf2a,1,Yes its in effect and has about 2 years left,,,
C_628238c80e844ba1aeeb65208e3abf2a,0,I like the phone but it is a bit above my budget.  How about $100 off and I'll pick it up with cash?,Personal Choice-Empowerment,,
C_628238c80e844ba1aeeb65208e3abf2a,1,I can give it to you for $200 that's what I can do.,Hesitance-Hesitance,,
C_628238c80e844ba1aeeb65208e3abf2a,0,How about splitting the difference and I'll bring you a coupon for Starbucks?  $196?,Personal Choice-Empowerment,,
C_628238c80e844ba1aeeb65208e3abf2a,1,I can last do only $200 that's all I can offer.,Self Assertion-Empowerment,,
C_628238c80e844ba1aeeb65208e3abf2a,0,Okay...I can do that!,,,
C_628238c80e844ba1aeeb65208e3abf2a,1,Great!,,,
C_194a552070ad4b3cbbc4b601c1fc34ef,1,Thanks for viewing the listing.,,,
C_194a552070ad4b3cbbc4b601c1fc34ef,0,Hi is  the phone still for sale?,,,
C_194a552070ad4b3cbbc4b601c1fc34ef,1,Yes it is. Do you have any questions?,,,
C_194a552070ad4b3cbbc4b601c1fc34ef,0,Yes I have two questions is the phone unlocked and are you willing to negotiate on the price?,Information Inquiry-Contesting,,
C_194a552070ad4b3cbbc4b601c1fc34ef,1,"The phone is locked to Sprint and we can negotiate, if needed. What would you like to pay?",,,
C_194a552070ad4b3cbbc4b601c1fc34ef,0,"I was hoping to get the phone for 20, how does that sound?",Hesitance-Hesitance,,
C_194a552070ad4b3cbbc4b601c1fc34ef,1,That's pretty low. Would you be willing to pay $40?,Hesitance-Hesitance,,
C_194a552070ad4b3cbbc4b601c1fc34ef,0,"I would come up to that price if you threw in some perks, maybe some freebies or a protection plan.",Personal Choice-Empowerment,,
C_194a552070ad4b3cbbc4b601c1fc34ef,1,I can throw in a 1 year warranty and even drop the price to $38. Would that work?,Personal Choice-Empowerment,,
C_194a552070ad4b3cbbc4b601c1fc34ef,0,How about $38 and we meet at a location closer to me? Deal?,Personal Choice-Empowerment,,
C_353488b82e7e45a7a984f4efa1b9006f,0,Hello,,,
C_353488b82e7e45a7a984f4efa1b9006f,1,Hi. Do you have any questions about the listing?,,,
C_353488b82e7e45a7a984f4efa1b9006f,0,Does the listing include a washer and dryer?,Information Inquiry-Contesting,,
C_353488b82e7e45a7a984f4efa1b9006f,1,"Yes, we do have washer and dryer hook ups. Any other questions?",,,
C_353488b82e7e45a7a984f4efa1b9006f,0,Is the listing carpeted?,Information Inquiry-Contesting,,
C_353488b82e7e45a7a984f4efa1b9006f,1,"Yes, most rooms are carpeted but there are some rooms such as the living room that have hardwood floors.",,,
C_353488b82e7e45a7a984f4efa1b9006f,0,"Do the garage doors include an opener, or are they manual?",Information Inquiry-Contesting,,
C_353488b82e7e45a7a984f4efa1b9006f,1,The garage doors are automatic. Are you still interested?,,,
C_353488b82e7e45a7a984f4efa1b9006f,0,Would you be willing to throw in a free washer and dryer?,Personal Choice-Empowerment,,
C_353488b82e7e45a7a984f4efa1b9006f,1,"Yes, of course. Would you buy for $2200?",,,
C_353488b82e7e45a7a984f4efa1b9006f,0,"Considering the value of the free appliances, yes, I would.",,,
